StudentID,StudentName,age,DepartmentID,Gender,BirthDate,Email,Phone,Address
16,Robert Melton,24,8,Male,2002-01-02 00:00:00,robertmelton42@fcai.edu.eg,+20 127168937,"69517 Cairo, Egypt"
17,David Warren,22,7,Male,2004-08-26 00:00:00,davidwarren16@fcai.edu.eg,+20 126807728,"5439 Cairo, Egypt"
18,Juan Morris,21,2,Male,2005-11-25 00:00:00,juanmorris72@fcai.edu.eg,+20 121207739,"44758 Cairo, Egypt"
19,Douglas Estes,20,4,Male,2006-09-06 00:00:00,douglasestes44@fcai.edu.eg,+20 115886280,"76716 Cairo, Egypt"
20,Kaitlin Walters,21,8,Female,2005-09-08 00:00:00,kaitlinwalters81@fcai.edu.eg,+20 128084899,"09615 Cairo, Egypt"
21,Tyler Howard,21,6,Male,2005-04-20 00:00:00,tylerhoward60@fcai.edu.eg,+20 116048507,"226 Cairo, Egypt"
22,Lori Pollard,22,2,Female,2004-08-27 00:00:00,loripollard64@fcai.edu.eg,+20 108833308,"44660 Cairo, Egypt"
23,Janet Oneill,20,6,Female,2006-05-14 00:00:00,janetoneill27@fcai.edu.eg,+20 105466831,"9593 Cairo, Egypt"
24,Corey Mills,20,6,Male,2006-08-15 00:00:00,coreymills10@fcai.edu.eg,+20 121686921,"62801 Cairo, Egypt"
25,Evan Taylor,22,7,Male,2004-08-24 00:00:00,evantaylor63@fcai.edu.eg,+20 104993298,"52928 Cairo, Egypt"
26,Dr. Lynn King DDS,21,6,Female,2005-11-09 00:00:00,dr.lynnkingdds37@fcai.edu.eg,+20 102549347,"793 Cairo, Egypt"
27,Amy Hill,18,7,Female,2008-08-08 00:00:00,amyhill27@fcai.edu.eg,+20 157039246,"044 Cairo, Egypt"
28,Kenneth Perkins,24,7,Male,2002-09-21 00:00:00,kennethperkins54@fcai.edu.eg,+20 156349667,"20145 Cairo, Egypt"
29,Cassandra Martinez,22,5,Female,2004-03-03 00:00:00,cassandramartinez13@fcai.edu.eg,+20 121717161,"6702 Cairo, Egypt"
30,Emily Wolfe,20,3,Female,2006-12-16 00:00:00,emilywolfe64@fcai.edu.eg,+20 101512813,"2987 Cairo, Egypt"
31,Cynthia Fischer,24,7,Female,2002-02-12 00:00:00,cynthiafischer73@fcai.edu.eg,+20 117489613,"57048 Cairo, Egypt"
32,Tammy Anderson,22,7,Female,2004-03-20 00:00:00,tammyanderson54@fcai.edu.eg,+20 151014666,"0348 Cairo, Egypt"
33,Peter Sanchez,24,3,Male,2002-03-19 00:00:00,petersanchez36@fcai.edu.eg,+20 115257623,"345 Cairo, Egypt"
34,Martin Singh,24,6,Male,2002-02-18 00:00:00,martinsingh38@fcai.edu.eg,+20 153945024,"8501 Cairo, Egypt"
35,David Hansen,24,5,Male,2002-01-15 00:00:00,davidhansen65@fcai.edu.eg,+20 117900386,"790 Cairo, Egypt"
2004,Michael Reyes,21,7,Male,2005-11-04 00:00:00,michaelreyes56@fcai.edu.eg,+20 117194499,"4404 Cairo, Egypt"
2005,Jennifer Smith,18,6,Female,2008-01-18 00:00:00,jennifersmith52@fcai.edu.eg,+20 153444943,"44775 Cairo, Egypt"
2006,Keith Long,23,1,Male,2003-07-17 00:00:00,keithlong28@fcai.edu.eg,+20 103109125,"0931 Cairo, Egypt"
2007,Jillian Alexander,23,6,Female,2003-03-18 00:00:00,jillianalexander29@fcai.edu.eg,+20 111759393,"23142 Cairo, Egypt"
2008,Michele Clark,20,1,Female,2006-09-13 00:00:00,micheleclark79@fcai.edu.eg,+20 121484933,"9765 Cairo, Egypt"
2009,Taylor Frank,22,3,Male,2004-12-28 00:00:00,taylorfrank61@fcai.edu.eg,+20 117446713,"640 Cairo, Egypt"
2010,Teresa Sharp,21,6,Female,2005-05-09 00:00:00,teresasharp23@fcai.edu.eg,+20 152749922,"8551 Cairo, Egypt"
2011,Matthew Deleon,21,4,Male,2005-12-06 00:00:00,matthewdeleon70@fcai.edu.eg,+20 155576761,"7243 Cairo, Egypt"
2012,Christopher Fox,22,2,Male,2004-02-01 00:00:00,christopherfox29@fcai.edu.eg,+20 158392961,"277 Cairo, Egypt"
2013,Alexander Gibbs,22,5,Male,2004-11-28 00:00:00,alexandergibbs83@fcai.edu.eg,+20 111449987,"08352 Cairo, Egypt"
2014,Joshua Burns,21,1,Male,2005-03-07 00:00:00,joshuaburns55@fcai.edu.eg,+20 159443639,"04455 Cairo, Egypt"
2015,Nancy Grimes,18,2,Female,2008-04-02 00:00:00,nancygrimes18@fcai.edu.eg,+20 114819442,"62678 Cairo, Egypt"
2016,Bruce Hall,19,4,Male,2007-04-26 00:00:00,brucehall64@fcai.edu.eg,+20 125059234,"366 Cairo, Egypt"
2017,Susan Wagner,24,8,Female,2002-02-18 00:00:00,susanwagner98@fcai.edu.eg,+20 115284215,"705 Cairo, Egypt"
2018,Phillip Byrd,19,7,Male,2007-05-17 00:00:00,phillipbyrd67@fcai.edu.eg,+20 154497744,"47359 Cairo, Egypt"
2019,Elizabeth Santiago,18,4,Female,2008-12-14 00:00:00,elizabethsantiago90@fcai.edu.eg,+20 119057465,"587 Cairo, Egypt"
2020,Elizabeth Ford,24,5,Female,2002-12-19 00:00:00,elizabethford72@fcai.edu.eg,+20 103349981,"92801 Cairo, Egypt"
2021,Denise Walker,23,7,Female,2003-06-15 00:00:00,denisewalker43@fcai.edu.eg,+20 111558122,"123 Cairo, Egypt"
2022,Alexis Freeman,23,6,Female,2003-12-24 00:00:00,alexisfreeman68@fcai.edu.eg,+20 116747789,"430 Cairo, Egypt"
2023,Andrew Scott,20,7,Male,2006-12-22 00:00:00,andrewscott28@fcai.edu.eg,+20 107199282,"266 Cairo, Egypt"
2024,Rebecca Patterson,24,3,Female,2002-03-23 00:00:00,rebeccapatterson57@fcai.edu.eg,+20 155721096,"9064 Cairo, Egypt"
2025,Daniel Rogers,23,3,Male,2003-07-25 00:00:00,danielrogers73@fcai.edu.eg,+20 101752343,"1961 Cairo, Egypt"
2026,Brittney Doyle,23,7,Female,2003-06-09 00:00:00,brittneydoyle40@fcai.edu.eg,+20 105439484,"666 Cairo, Egypt"
2027,Jamie Myers,23,8,Female,2003-11-28 00:00:00,jamiemyers86@fcai.edu.eg,+20 154481026,"2889 Cairo, Egypt"
2028,Keith Fisher,19,7,Male,2007-04-05 00:00:00,keithfisher19@fcai.edu.eg,+20 117976113,"9719 Cairo, Egypt"
2029,Lisa Cortez,21,6,Female,2005-11-09 00:00:00,lisacortez92@fcai.edu.eg,+20 112098572,"0627 Cairo, Egypt"
2030,David Mitchell,19,3,Male,2007-05-28 00:00:00,davidmitchell12@fcai.edu.eg,+20 111627940,"1942 Cairo, Egypt"
2031,Sarah Brown,23,7,Female,2003-02-12 00:00:00,sarahbrown63@fcai.edu.eg,+20 103974597,"2368 Cairo, Egypt"
2032,Suzanne Hughes,21,7,Female,2005-11-15 00:00:00,suzannehughes77@fcai.edu.eg,+20 103411845,"90157 Cairo, Egypt"
2033,John Palmer,22,4,Male,2004-10-04 00:00:00,johnpalmer93@fcai.edu.eg,+20 114853232,"7018 Cairo, Egypt"
2034,Joseph Maxwell,24,8,Male,2002-12-03 00:00:00,josephmaxwell24@fcai.edu.eg,+20 153212023,"32261 Cairo, Egypt"
36,Rachel Carter MD,20,5,Female,2006-05-17 00:00:00,rachelcartermd22@fcai.edu.eg,+20 153589064,"81500 Cairo, Egypt"
37,Travis Gardner,24,5,Male,2002-06-13 00:00:00,travisgardner96@fcai.edu.eg,+20 107920419,"664 Cairo, Egypt"
38,Julie Duncan,23,4,Female,2003-02-07 00:00:00,julieduncan84@fcai.edu.eg,+20 114382115,"14247 Cairo, Egypt"
39,Candice Dudley,21,4,Female,2005-05-10 00:00:00,candicedudley85@fcai.edu.eg,+20 156068138,"859 Cairo, Egypt"
40,Lori Reyes,20,6,Female,2006-10-03 00:00:00,lorireyes54@fcai.edu.eg,+20 103358524,"06785 Cairo, Egypt"
41,Jennifer Lewis,23,2,Female,2003-03-10 00:00:00,jenniferlewis60@fcai.edu.eg,+20 127551367,"64912 Cairo, Egypt"
42,Alan Bentley,19,2,Male,2007-11-06 00:00:00,alanbentley70@fcai.edu.eg,+20 107853240,"893 Cairo, Egypt"
43,Sean Brown,19,7,Male,2007-04-15 00:00:00,seanbrown28@fcai.edu.eg,+20 103476249,"59044 Cairo, Egypt"
44,Glenda Lloyd,22,8,Female,2004-01-17 00:00:00,glendalloyd54@fcai.edu.eg,+20 129291951,"694 Cairo, Egypt"
45,Marcus Allen,24,2,Male,2002-09-09 00:00:00,marcusallen18@fcai.edu.eg,+20 124245722,"18949 Cairo, Egypt"
46,Brian Brown,18,8,Male,2008-07-10 00:00:00,brianbrown99@fcai.edu.eg,+20 119657295,"4540 Cairo, Egypt"
47,Michael Wallace,18,6,Male,2008-06-22 00:00:00,michaelwallace56@fcai.edu.eg,+20 111443411,"4567 Cairo, Egypt"
48,Tiffany Parker,23,1,Female,2003-09-26 00:00:00,tiffanyparker13@fcai.edu.eg,+20 119678157,"2311 Cairo, Egypt"
49,Dawn Stewart,20,6,Female,2006-07-24 00:00:00,dawnstewart68@fcai.edu.eg,+20 107186525,"221 Cairo, Egypt"
50,Mrs. Caroline Wade,20,5,Female,2006-04-27 00:00:00,mrs.carolinewade44@fcai.edu.eg,+20 153803720,"50194 Cairo, Egypt"
51,Angela Walls,22,3,Female,2004-11-23 00:00:00,angelawalls91@fcai.edu.eg,+20 129642860,"12473 Cairo, Egypt"
52,Collin Stevens,20,2,Male,2006-12-18 00:00:00,collinstevens80@fcai.edu.eg,+20 159924043,"215 Cairo, Egypt"
53,Kristina Ramirez,20,1,Female,2006-11-05 00:00:00,kristinaramirez74@fcai.edu.eg,+20 104690400,"3477 Cairo, Egypt"
54,Gary Smith,21,8,Male,2005-09-14 00:00:00,garysmith63@fcai.edu.eg,+20 124416546,"1722 Cairo, Egypt"
55,Alyssa Gonzalez,20,7,Female,2006-07-26 00:00:00,alyssagonzalez61@fcai.edu.eg,+20 156018244,"475 Cairo, Egypt"
56,Shelby Salinas,19,2,Female,2007-04-07 00:00:00,shelbysalinas39@fcai.edu.eg,+20 104772741,"504 Cairo, Egypt"
57,Dr. Danielle Clayton,23,5,Female,2003-07-18 00:00:00,dr.danielleclayton12@fcai.edu.eg,+20 151517877,"3215 Cairo, Egypt"
58,Alexis Liu,22,3,Female,2004-11-13 00:00:00,alexisliu86@fcai.edu.eg,+20 157543070,"15262 Cairo, Egypt"
59,Julie Garza,21,8,Female,2005-02-13 00:00:00,juliegarza90@fcai.edu.eg,+20 103743750,"987 Cairo, Egypt"
60,Christopher Jones,20,6,Male,2006-10-20 00:00:00,christopherjones69@fcai.edu.eg,+20 109474691,"0526 Cairo, Egypt"
61,Steven Perez,22,1,Male,2004-10-07 00:00:00,stevenperez30@fcai.edu.eg,+20 107741704,"1626 Cairo, Egypt"
62,Ryan Branch,21,8,Male,2005-01-22 00:00:00,ryanbranch43@fcai.edu.eg,+20 121762741,"5467 Cairo, Egypt"
63,Katie Ford,19,5,Female,2007-08-14 00:00:00,katieford25@fcai.edu.eg,+20 112343315,"679 Cairo, Egypt"
64,Daniel Roth,23,3,Male,2003-01-05 00:00:00,danielroth80@fcai.edu.eg,+20 157589935,"0239 Cairo, Egypt"
65,John Hart,24,5,Male,2002-03-05 00:00:00,johnhart31@fcai.edu.eg,+20 105259001,"059 Cairo, Egypt"
66,Rodney Jones,18,5,Male,2008-08-27 00:00:00,rodneyjones10@fcai.edu.eg,+20 123352037,"18912 Cairo, Egypt"
67,Michael Morgan,19,1,Male,2007-11-02 00:00:00,michaelmorgan48@fcai.edu.eg,+20 158180114,"468 Cairo, Egypt"
68,David Howard,23,1,Male,2003-09-01 00:00:00,davidhoward92@fcai.edu.eg,+20 128840943,"24638 Cairo, Egypt"
69,Gina Miles,19,5,Female,2007-05-09 00:00:00,ginamiles38@fcai.edu.eg,+20 121306310,"064 Cairo, Egypt"
70,Timothy Brown,24,7,Male,2002-01-28 00:00:00,timothybrown51@fcai.edu.eg,+20 101446595,"23978 Cairo, Egypt"
71,Bonnie Price,20,4,Female,2006-10-26 00:00:00,bonnieprice49@fcai.edu.eg,+20 154449676,"381 Cairo, Egypt"
72,Dean Taylor,20,8,Male,2006-01-01 00:00:00,deantaylor18@fcai.edu.eg,+20 116692651,"7636 Cairo, Egypt"
73,Tracey Campbell,22,5,Female,2004-01-16 00:00:00,traceycampbell40@fcai.edu.eg,+20 117552815,"676 Cairo, Egypt"
74,Andrew Jones,22,8,Male,2004-08-23 00:00:00,andrewjones16@fcai.edu.eg,+20 104070757,"104 Cairo, Egypt"
75,Edward Levy,20,5,Male,2006-12-04 00:00:00,edwardlevy86@fcai.edu.eg,+20 108990356,"378 Cairo, Egypt"
76,Felicia Harrison,18,3,Female,2008-09-02 00:00:00,feliciaharrison33@fcai.edu.eg,+20 152773790,"342 Cairo, Egypt"
77,Sara Frye,20,3,Female,2006-08-26 00:00:00,sarafrye48@fcai.edu.eg,+20 151938503,"470 Cairo, Egypt"
78,Kristen Kirby,18,2,Female,2008-01-01 00:00:00,kristenkirby82@fcai.edu.eg,+20 114214869,"42521 Cairo, Egypt"
79,Paul Salazar,19,3,Male,2007-01-26 00:00:00,paulsalazar91@fcai.edu.eg,+20 126929051,"65411 Cairo, Egypt"
80,Christopher Martin,20,5,Male,2006-03-21 00:00:00,christophermartin56@fcai.edu.eg,+20 107242488,"6136 Cairo, Egypt"
81,Shawn Barrera,23,7,Male,2003-04-02 00:00:00,shawnbarrera74@fcai.edu.eg,+20 152250510,"91855 Cairo, Egypt"
82,Christopher Wilson,23,1,Male,2003-07-11 00:00:00,christopherwilson95@fcai.edu.eg,+20 159877604,"096 Cairo, Egypt"
83,Ashley Hoffman,23,7,Female,2003-05-17 00:00:00,ashleyhoffman12@fcai.edu.eg,+20 159556357,"845 Cairo, Egypt"
84,Gina Barron,19,6,Female,2007-11-27 00:00:00,ginabarron42@fcai.edu.eg,+20 124671256,"3214 Cairo, Egypt"
85,Hannah Stephenson,19,7,Female,2007-02-08 00:00:00,hannahstephenson69@fcai.edu.eg,+20 128922769,"678 Cairo, Egypt"
86,Julie Brock,23,7,Female,2003-03-03 00:00:00,juliebrock50@fcai.edu.eg,+20 101097555,"0506 Cairo, Egypt"
87,John Johnson,19,8,Male,2007-01-23 00:00:00,johnjohnson64@fcai.edu.eg,+20 102153750,"0992 Cairo, Egypt"
88,Luis Gilmore,22,6,Male,2004-03-12 00:00:00,luisgilmore55@fcai.edu.eg,+20 159081525,"576 Cairo, Egypt"
89,Tyrone Hayes,18,6,Male,2008-12-02 00:00:00,tyronehayes68@fcai.edu.eg,+20 125300508,"2688 Cairo, Egypt"
90,Natalie Martinez,20,8,Female,2006-04-16 00:00:00,nataliemartinez71@fcai.edu.eg,+20 106098371,"4426 Cairo, Egypt"
91,Rodney Huang,22,2,Male,2004-11-28 00:00:00,rodneyhuang13@fcai.edu.eg,+20 118640220,"04389 Cairo, Egypt"
92,Miss Kelly Jensen,24,6,Female,2002-02-10 00:00:00,misskellyjensen45@fcai.edu.eg,+20 158100028,"01475 Cairo, Egypt"
93,Thomas Gonzalez,22,3,Male,2004-09-11 00:00:00,thomasgonzalez92@fcai.edu.eg,+20 122666569,"939 Cairo, Egypt"
94,Angela King,19,3,Female,2007-06-26 00:00:00,angelaking67@fcai.edu.eg,+20 158945467,"2822 Cairo, Egypt"
95,Sarah Oconnor,18,6,Female,2008-12-11 00:00:00,sarahoconnor45@fcai.edu.eg,+20 114461266,"5963 Cairo, Egypt"
96,Stephanie Valentine,20,8,Female,2006-07-25 00:00:00,stephanievalentine82@fcai.edu.eg,+20 121734889,"302 Cairo, Egypt"
97,Kathleen Jensen,19,1,Female,2007-12-13 00:00:00,kathleenjensen45@fcai.edu.eg,+20 153166503,"4714 Cairo, Egypt"
98,Sean Young,23,3,Male,2003-03-17 00:00:00,seanyoung25@fcai.edu.eg,+20 126811692,"177 Cairo, Egypt"
99,Stacey Flowers,22,4,Female,2004-04-11 00:00:00,staceyflowers77@fcai.edu.eg,+20 108467665,"65436 Cairo, Egypt"
100,Samantha Hanna,22,4,Female,2004-05-15 00:00:00,samanthahanna21@fcai.edu.eg,+20 128873686,"396 Cairo, Egypt"
101,Dr. Sean Whitney,20,5,Male,2006-09-18 00:00:00,dr.seanwhitney55@fcai.edu.eg,+20 159433420,"8769 Cairo, Egypt"
102,Juan Cobb,21,5,Male,2005-09-18 00:00:00,juancobb73@fcai.edu.eg,+20 104076484,"34642 Cairo, Egypt"
103,Rhonda Meyer,24,7,Female,2002-03-17 00:00:00,rhondameyer58@fcai.edu.eg,+20 152603524,"63489 Cairo, Egypt"
104,Luis Wolf,20,5,Male,2006-03-03 00:00:00,luiswolf90@fcai.edu.eg,+20 119073325,"8516 Cairo, Egypt"
105,Donald West,18,5,Male,2008-03-25 00:00:00,donaldwest23@fcai.edu.eg,+20 126919084,"9851 Cairo, Egypt"
106,Adrian Hill,19,1,Male,2007-04-24 00:00:00,adrianhill26@fcai.edu.eg,+20 104900523,"0432 Cairo, Egypt"
107,Wendy Sutton,20,8,Female,2006-03-04 00:00:00,wendysutton58@fcai.edu.eg,+20 154204067,"58790 Cairo, Egypt"
108,Geoffrey Williams,20,2,Male,2006-01-10 00:00:00,geoffreywilliams59@fcai.edu.eg,+20 158784091,"8361 Cairo, Egypt"
109,Lisa Henry,23,5,Female,2003-07-14 00:00:00,lisahenry63@fcai.edu.eg,+20 154567771,"926 Cairo, Egypt"
110,Michael Crawford,24,7,Male,2002-10-03 00:00:00,michaelcrawford64@fcai.edu.eg,+20 109089176,"577 Cairo, Egypt"
111,Bobby Smith,18,3,Male,2008-12-28 00:00:00,bobbysmith22@fcai.edu.eg,+20 155178670,"572 Cairo, Egypt"
112,Jason Bryant,20,1,Male,2006-06-19 00:00:00,jasonbryant89@fcai.edu.eg,+20 157418522,"530 Cairo, Egypt"
113,Jennifer Snyder,23,7,Female,2003-02-26 00:00:00,jennifersnyder31@fcai.edu.eg,+20 129542467,"3172 Cairo, Egypt"
114,Michelle Baxter,22,8,Female,2004-03-11 00:00:00,michellebaxter73@fcai.edu.eg,+20 101491481,"739 Cairo, Egypt"
115,Kathryn Robinson,18,5,Female,2008-04-28 00:00:00,kathrynrobinson39@fcai.edu.eg,+20 123998162,"1057 Cairo, Egypt"
116,Alexis Stevens,24,5,Female,2002-06-28 00:00:00,alexisstevens20@fcai.edu.eg,+20 125071256,"7718 Cairo, Egypt"
117,Larry Schmitt,23,6,Male,2003-08-24 00:00:00,larryschmitt34@fcai.edu.eg,+20 154377329,"1529 Cairo, Egypt"
118,Jon Ray,23,4,Male,2003-03-05 00:00:00,jonray87@fcai.edu.eg,+20 113342743,"66749 Cairo, Egypt"
119,Linda Waters,19,7,Female,2007-05-08 00:00:00,lindawaters49@fcai.edu.eg,+20 124736828,"470 Cairo, Egypt"
120,Margaret Rasmussen,24,6,Female,2002-04-27 00:00:00,margaretrasmussen81@fcai.edu.eg,+20 154131578,"2989 Cairo, Egypt"
121,John Smith,20,5,Male,2006-05-03 00:00:00,johnsmith35@fcai.edu.eg,+20 115621576,"514 Cairo, Egypt"
122,Michael Huff,19,3,Male,2007-06-22 00:00:00,michaelhuff71@fcai.edu.eg,+20 125750976,"65075 Cairo, Egypt"
123,Gail Davis,18,3,Female,2008-05-10 00:00:00,gaildavis31@fcai.edu.eg,+20 154745123,"156 Cairo, Egypt"
124,Kenneth Bradley,18,1,Male,2008-03-26 00:00:00,kennethbradley83@fcai.edu.eg,+20 159385343,"48825 Cairo, Egypt"
125,Darryl Ward,24,2,Male,2002-02-21 00:00:00,darrylward90@fcai.edu.eg,+20 103047456,"17394 Cairo, Egypt"
126,Erika Patterson,20,6,Female,2006-04-10 00:00:00,erikapatterson49@fcai.edu.eg,+20 105201173,"9757 Cairo, Egypt"
127,Cheryl Hodge,19,8,Female,2007-07-13 00:00:00,cherylhodge37@fcai.edu.eg,+20 115015403,"60651 Cairo, Egypt"
128,Javier Lowe,22,1,Male,2004-09-19 00:00:00,javierlowe72@fcai.edu.eg,+20 105612104,"64305 Cairo, Egypt"
129,Rick Perez,23,4,Male,2003-06-15 00:00:00,rickperez61@fcai.edu.eg,+20 104326610,"34767 Cairo, Egypt"
130,Ronald Jordan,18,6,Male,2008-07-04 00:00:00,ronaldjordan78@fcai.edu.eg,+20 116116121,"128 Cairo, Egypt"
131,Angela Ortega,24,2,Female,2002-12-07 00:00:00,angelaortega41@fcai.edu.eg,+20 108030319,"01742 Cairo, Egypt"
132,Virginia Smith,19,1,Female,2007-12-14 00:00:00,virginiasmith29@fcai.edu.eg,+20 129018968,"46625 Cairo, Egypt"
133,Carrie Davis,23,6,Female,2003-05-18 00:00:00,carriedavis72@fcai.edu.eg,+20 101291035,"759 Cairo, Egypt"
134,Gary Hall,23,7,Male,2003-06-20 00:00:00,garyhall60@fcai.edu.eg,+20 127166413,"73216 Cairo, Egypt"
135,Christina Marshall,21,5,Female,2005-01-17 00:00:00,christinamarshall71@fcai.edu.eg,+20 111244986,"55279 Cairo, Egypt"
136,Mrs. Lisa Hicks MD,21,7,Female,2005-07-17 00:00:00,mrs.lisahicksmd40@fcai.edu.eg,+20 108764397,"45181 Cairo, Egypt"
137,Marcus Rodriguez,21,4,Male,2005-06-22 00:00:00,marcusrodriguez98@fcai.edu.eg,+20 129002015,"589 Cairo, Egypt"
138,Sandra Wilson,18,5,Female,2008-05-28 00:00:00,sandrawilson88@fcai.edu.eg,+20 107599615,"7918 Cairo, Egypt"
139,Pamela Fowler,24,6,Female,2002-05-10 00:00:00,pamelafowler45@fcai.edu.eg,+20 155031112,"089 Cairo, Egypt"
140,Sara Miller,20,1,Female,2006-05-08 00:00:00,saramiller41@fcai.edu.eg,+20 123135524,"0419 Cairo, Egypt"
141,Sarah Bailey,18,2,Female,2008-12-10 00:00:00,sarahbailey89@fcai.edu.eg,+20 127360211,"002 Cairo, Egypt"
142,Jeremy Clark,20,2,Male,2006-06-27 00:00:00,jeremyclark89@fcai.edu.eg,+20 115223940,"433 Cairo, Egypt"
143,Nicole Nelson,18,4,Female,2008-04-22 00:00:00,nicolenelson72@fcai.edu.eg,+20 155876501,"627 Cairo, Egypt"
144,Jeffrey Davidson,23,6,Male,2003-03-28 00:00:00,jeffreydavidson21@fcai.edu.eg,+20 105352414,"358 Cairo, Egypt"
145,Christian Watts,20,4,Male,2006-12-16 00:00:00,christianwatts31@fcai.edu.eg,+20 113610252,"1548 Cairo, Egypt"
146,Kristine Gonzalez,22,6,Female,2004-01-16 00:00:00,kristinegonzalez61@fcai.edu.eg,+20 101037381,"1221 Cairo, Egypt"
147,Amy Bailey,19,4,Female,2007-05-09 00:00:00,amybailey94@fcai.edu.eg,+20 116423277,"84076 Cairo, Egypt"
148,Gregory Olson,21,3,Male,2005-11-01 00:00:00,gregoryolson24@fcai.edu.eg,+20 155627533,"27600 Cairo, Egypt"
149,Christopher Buck,19,1,Male,2007-07-22 00:00:00,christopherbuck84@fcai.edu.eg,+20 159964855,"77762 Cairo, Egypt"
150,Lisa Daugherty DVM,18,3,Female,2008-02-28 00:00:00,lisadaughertydvm83@fcai.edu.eg,+20 113877622,"49988 Cairo, Egypt"
151,Aimee Clark,20,7,Female,2006-08-06 00:00:00,aimeeclark43@fcai.edu.eg,+20 119404321,"537 Cairo, Egypt"
152,Hector Edwards,23,4,Male,2003-10-23 00:00:00,hectoredwards19@fcai.edu.eg,+20 155046330,"218 Cairo, Egypt"
153,Eric Allen,23,1,Male,2003-08-20 00:00:00,ericallen42@fcai.edu.eg,+20 109476421,"3366 Cairo, Egypt"
154,Paul Lee,21,4,Male,2005-09-02 00:00:00,paullee54@fcai.edu.eg,+20 154711009,"1950 Cairo, Egypt"
155,Andrew Stewart,24,3,Male,2002-12-10 00:00:00,andrewstewart65@fcai.edu.eg,+20 116001166,"765 Cairo, Egypt"
156,Catherine Flores,19,6,Female,2007-05-24 00:00:00,catherineflores44@fcai.edu.eg,+20 123090192,"305 Cairo, Egypt"
157,Jason Rosario,19,8,Male,2007-12-17 00:00:00,jasonrosario22@fcai.edu.eg,+20 116152982,"777 Cairo, Egypt"
158,Stephanie Mendoza,19,5,Female,2007-05-14 00:00:00,stephaniemendoza50@fcai.edu.eg,+20 117170577,"37902 Cairo, Egypt"
159,Ethan Anderson,21,4,Male,2005-02-05 00:00:00,ethananderson78@fcai.edu.eg,+20 102364238,"282 Cairo, Egypt"
160,Amanda Craig,24,4,Female,2002-05-28 00:00:00,amandacraig77@fcai.edu.eg,+20 119674242,"63939 Cairo, Egypt"
161,Cory Washington,21,7,Male,2005-04-24 00:00:00,corywashington94@fcai.edu.eg,+20 106656892,"37365 Cairo, Egypt"
162,Sean Davis,22,4,Male,2004-07-24 00:00:00,seandavis46@fcai.edu.eg,+20 125354370,"015 Cairo, Egypt"
163,Robert Wilson,18,5,Male,2008-01-20 00:00:00,robertwilson19@fcai.edu.eg,+20 151987845,"482 Cairo, Egypt"
164,Dana Crawford,19,5,Female,2007-06-10 00:00:00,danacrawford51@fcai.edu.eg,+20 107634591,"2441 Cairo, Egypt"
165,Brandon Johnson,22,1,Male,2004-10-12 00:00:00,brandonjohnson15@fcai.edu.eg,+20 108919164,"2582 Cairo, Egypt"
166,Danielle Sexton,22,1,Female,2004-06-25 00:00:00,daniellesexton14@fcai.edu.eg,+20 156336082,"344 Cairo, Egypt"
167,Sandra Buchanan,18,6,Female,2008-02-19 00:00:00,sandrabuchanan58@fcai.edu.eg,+20 116594481,"37047 Cairo, Egypt"
168,Monica Robinson,18,6,Female,2008-10-16 00:00:00,monicarobinson44@fcai.edu.eg,+20 104459356,"493 Cairo, Egypt"
